index,season.episode,episode_name,text,total_votes,air_date,director,writer,character,director_index,writer_index,character_index,ave_emotion,ave_sentiment,ave_profanity,imdb_rating
10007,3.1,A Benihana Christmas (Parts 1&2),Copy.,2541,12/14/2006,Harold Ramis,Jennifer Celotta,Dwight,21,21,9,0,0.136421582,0,7.9
10017,3.1,A Benihana Christmas (Parts 1&2),"Phyllis, I need you to pick up green streamers at lunch.",2541,12/14/2006,Harold Ramis,Jennifer Celotta,Angela,21,21,2,0,0,0,7.9
10018,3.1,A Benihana Christmas (Parts 1&2),What're you talking about?,2541,12/14/2006,Harold Ramis,Jennifer Celotta,Michael,21,21,19,0,0.005038229,0,7.9
10023,3.1,A Benihana Christmas (Parts 1&2),"Uh, so I had a couple of ideas to make the Stamford people feel more at home. Each year we have a Christmas raffle ....",2541,12/14/2006,Harold Ramis,Jennifer Celotta,Karen,21,21,16,0.020833333,0.204124145,0,7.9
10046,3.1,A Benihana Christmas (Parts 1&2),Well the Committee to Plan Parties has served its purpose. We're gonna disband. In the name of Christmas.,2541,12/14/2006,Harold Ramis,Jennifer Celotta,Karen,21,21,16,0,0,0,9.3
10050,3.1,A Benihana Christmas (Parts 1&2),"Angela, we've been hearing really great thing about uh... your brownies and we were hoping you'd consider merging into two parties.",2541,12/14/2006,Harold Ramis,Jennifer Celotta,Karen,21,21,16,0,0,0,9.3
10059,3.1,A Benihana Christmas (Parts 1&2),"Oh, look at this, she saved you two thousand dollars 'cause they failed to report a mold problem. But wouldn't that affect the final... How did she? Oh, oh, I see what she did. That is good. Wow. Carol is one smart cookie.",2541,12/14/2006,Harold Ramis,Jennifer Celotta,Dwight,21,21,9,0.006944444,0,0,9.3
10089,3.1,A Benihana Christmas (Parts 1&2),"Yeah, we do a raffle...",2541,12/14/2006,Harold Ramis,Jennifer Celotta,Karen,21,21,16,0,0,0,9.3
10092,3.1,A Benihana Christmas (Parts 1&2),"Yeah... well, it's been hard, they're wearing the exact same uniform. And I've been drinking. And you know how all waitresses look alike.",2541,12/14/2006,Harold Ramis,Jennifer Celotta,Michael,21,21,19,0,-0.138096876,0,9.3
10096,3.1,A Benihana Christmas (Parts 1&2),"Hey. Where's my girl? Is she in the fridge? Where is she hiding? I don't know where she is. 'Cause I'm drunk, I can't even find her.",2541,12/14/2006,Harold Ramis,Jennifer Celotta,Michael,21,21,19,0,0,0,9.3
10102,3.1,A Benihana Christmas (Parts 1&2),Oh.,2541,12/14/2006,Harold Ramis,Jennifer Celotta,Second Cindy,21,21,32,0,0,0,9.3
10106,3.1,A Benihana Christmas (Parts 1&2),"Spinnin' n reelin with love. Give it the time, I might come back down. But it feels so good. My feet don't touch the ground. Wha..wha..wild. Wha..wha..wild. Well everybody knows, I'm crazy about 'ya...",2541,12/14/2006,Harold Ramis,Jennifer Celotta,Creed,21,21,5,0.004807692,0.122061547,0,9.3
10112,3.1,A Benihana Christmas (Parts 1&2),No way.,2541,12/14/2006,Harold Ramis,Jennifer Celotta,Karen,21,21,16,0,0,0,9.3
10113,3.1,A Benihana Christmas (Parts 1&2),Oh right.,2541,12/14/2006,Harold Ramis,Jennifer Celotta,Pam,21,21,23,0,0,0,9.3
10127,3.1,A Benihana Christmas (Parts 1&2),"Right, and if you're interested in the way more fun party, all the info can be found here on our more brightly colored flyer.",2541,12/14/2006,Harold Ramis,Jennifer Celotta,Pam,21,21,23,0.083333333,0.433012702,0,9.3
10129,3.1,A Benihana Christmas (Parts 1&2),I didn't see where it was.,2541,12/14/2006,Harold Ramis,Jennifer Celotta,Kevin,21,21,17,0,0,0,9.3
10135,3.1,A Benihana Christmas (Parts 1&2),Pam and Karen. I am ordering you to cease and desist all party planning. Immediately.,2541,12/14/2006,Harold Ramis,Jennifer Celotta,Dwight,21,21,9,0,0,0,9.3
10136,3.1,A Benihana Christmas (Parts 1&2),"I... you know what? I, OK, listen. I like you. I really like you. So much in fact, that I would like you to accompany me on a trip to Sandals, Jamaica.",2541,12/14/2006,Harold Ramis,Jennifer Celotta,Michael,21,21,19,0,0.326598632,0,9.3
10140,3.1,A Benihana Christmas (Parts 1&2),You want help? OK... Merry Christmas.,2541,12/14/2006,Harold Ramis,Jennifer Celotta,Michael,21,21,19,0,-0.029898851,0,9.3
10155,3.1,A Benihana Christmas (Parts 1&2),"OK, this is stupid.",2541,12/14/2006,Harold Ramis,Jennifer Celotta,Dwight,21,21,9,0,0,0,9.3
10181,3.1,A Benihana Christmas (Parts 1&2),"I'm not feeling so well. I've got a ton of work to do here. MSG allergy, peanut allergy, I just ate there last night.",2541,12/14/2006,Harold Ramis,Jennifer Celotta,Ryan,21,21,27,0.015625,0.375,0,9.3
10185,3.1,A Benihana Christmas (Parts 1&2),Thanks.,2541,12/14/2006,Harold Ramis,Jennifer Celotta,Ryan,21,21,27,0,0,0,9.3
10190,3.1,A Benihana Christmas (Parts 1&2),Night.,2541,12/14/2006,Harold Ramis,Jennifer Celotta,Pam,21,21,23,0.03125,0.436549064,0,9.3
10212,3.1,A Benihana Christmas (Parts 1&2),She totally got me. She understood that we didn't have to laugh to enjoy ---,2541,12/14/2006,Harold Ramis,Jennifer Celotta,Michael,21,21,19,0.016949153,-0.04852971,0,9.3
10216,3.12,Back from Vacation,For what?,2255,1/4/2007,Julian Farino,Justin Spitzer,Jim,29,27,14,0.016666667,0.086848623,0,8.7
10217,3.12,Back from Vacation,For recording. Michael is on vacation and he's asked me to record all meetings and to type up the transcripts.,2255,1/4/2007,Julian Farino,Justin Spitzer,Dwight,29,27,9,0.017857143,0.226778684,0,8.7
10222,3.12,Back from Vacation,You're not allowed to take off your pants in the middle of the office.,2255,1/4/2007,Julian Farino,Justin Spitzer,Jim,29,27,14,0,0.127475488,0,8.7
10239,3.12,Back from Vacation,OK.,2255,1/4/2007,Julian Farino,Justin Spitzer,Pam,29,27,23,0,0,0,8.7
10240,3.12,Back from Vacation,"Just relax, OK? I'll get to all of it later.",2255,1/4/2007,Julian Farino,Justin Spitzer,Michael,29,27,19,0,0,0,8.7
10248,3.12,Back from Vacation,"OK, well payroll is in charge of all that.",2255,1/4/2007,Julian Farino,Justin Spitzer,Michael,29,27,19,0.011363636,0.069024468,0,8.7
10270,3.12,Back from Vacation,"The Jamaicans don't have a word for ""impossible.""",2255,1/4/2007,Julian Farino,Justin Spitzer,Michael,29,27,19,0,0.245558848,0,8.7
10291,3.12,Back from Vacation,Check it again. Hit refresh.,2255,1/4/2007,Julian Farino,Justin Spitzer,Michael,29,27,19,0,-0.272843165,0,8.7
10293,3.12,Back from Vacation,"OK, wait a second. I sent it to you at... Packer@DunderMifflin.com. Packaging@DunderMifflin.com. Uh oh.",2255,1/4/2007,Julian Farino,Justin Spitzer,Michael,29,27,19,0.008928571,0.160089484,0,8.7
10298,3.12,Back from Vacation,"All right, what's up Mike?",2255,1/4/2007,Julian Farino,Justin Spitzer,Darryl,29,27,6,0,0.482139133,0,8.7
10301,3.12,Back from Vacation,"OK. Well, that was supposed to go to Packer, not ""packaging."" Did you already, um, forward to a whole bunch of people?",2255,1/4/2007,Julian Farino,Justin Spitzer,Michael,29,27,19,0,0.192929252,0,8.7
10309,3.12,Back from Vacation,Fantastic.,2255,1/4/2007,Julian Farino,Justin Spitzer,Jim,29,27,14,0.010227273,0.105558244,0,8.7
10316,3.12,Back from Vacation,"Yeah. Yes. Um, I'm just in this, like, stupid fight with Karen.",2255,1/4/2007,Julian Farino,Justin Spitzer,Jim,29,27,14,0,0,0,8.7
10332,3.12,Back from Vacation,"Honestly, I think you should go easy on her.",2255,1/4/2007,Julian Farino,Justin Spitzer,Pam,29,27,23,0,0.130205098,0,8.7
10370,3.12,Back from Vacation,Urkel Grue.,2255,1/4/2007,Julian Farino,Justin Spitzer,Jim,29,27,14,0.05,0.204632374,0,8.9
10384,3.12,Back from Vacation,I have disconnected the office T1 line. I have ordered that that be taken down and destroyed all print outs from the bathroom.,2255,1/4/2007,Julian Farino,Justin Spitzer,Dwight,29,27,9,0.013020833,0.035687483,0,8.9
10388,3.12,Back from Vacation,I think I owe you one.,2255,1/4/2007,Julian Farino,Justin Spitzer,Karen,29,27,16,0,0,0,8.9
10390,3.12,Back from Vacation,For talking sense into Halpert. The Day's Inn room 228 was starting to get really depressing.,2255,1/4/2007,Julian Farino,Justin Spitzer,Karen,29,27,16,0,0,0,8.9
10393,3.12,Back from Vacation,Sure.,2255,1/4/2007,Julian Farino,Justin Spitzer,Pam,29,27,23,0,0.8,0,8.9
10400,3.12,Back from Vacation,Thanks. You don't need to stay here.,2255,1/4/2007,Julian Farino,Justin Spitzer,Pam,29,27,23,0,0,0,8.9
10406,3.12,Back from Vacation,Yeah. How was it?,2255,1/4/2007,Julian Farino,Justin Spitzer,Kevin,29,27,17,0,0.25204172,0,8.9
10410,3.12,Back from Vacation,I...,2255,1/4/2007,Julian Farino,Justin Spitzer,Michael,29,27,19,0,0,0,8.9
10422,3.12,Back from Vacation,"Well thanks for coming over, I appreciate -",2255,1/4/2007,Julian Farino,Justin Spitzer,Michael,29,27,19,0,0,0,8.9
10428,3.12,Back from Vacation,"I was definitely right. Oh, brother.",2255,1/4/2007,Julian Farino,Justin Spitzer,Roy,29,27,26,0,0.073211504,0,8.9
10434,3.13,Traveling Salesmen,Hello.,2316,1/11/2007,Greg Daniels,Michael Schur;Lee Eisenberg;Gene Stupnitsky,Jim,20,33,14,0,0.377964473,0,8.7
10445,3.13,Traveling Salesmen,"Well, I don't have a lot of choices.",2316,1/11/2007,Greg Daniels,Michael Schur;Lee Eisenberg;Gene Stupnitsky,Dwight,20,33,9,0.008928571,0.165297544,0,8.7
10452,3.13,Traveling Salesmen,Great.,2316,1/11/2007,Greg Daniels,Michael Schur;Lee Eisenberg;Gene Stupnitsky,Pam,20,33,23,0,0,0,8.7
10460,3.13,Traveling Salesmen,Damn it.,2316,1/11/2007,Greg Daniels,Michael Schur;Lee Eisenberg;Gene Stupnitsky,Michael,20,33,19,0,0,0,8.7
10464,3.13,Traveling Salesmen,"Oh well, 'Yoy' should bring in 'Long Tim' in one day. Shouldn't he?",2316,1/11/2007,Greg Daniels,Michael Schur;Lee Eisenberg;Gene Stupnitsky,Jim,20,33,14,0.010670732,0.275688057,0,8.7
10470,3.13,Traveling Salesmen,Yeah.,2316,1/11/2007,Greg Daniels,Michael Schur;Lee Eisenberg;Gene Stupnitsky,Pam,20,33,23,0,0,0,8.7
10479,3.13,Traveling Salesmen,"Um, am I happy the way things turned out? Oh, well, happy's such an ugly word. But, um, I saw what needed to be done and I did it and now I'm thrilled. So, it's pretty... Hello? Pretty good.",2316,1/11/2007,Greg Daniels,Michael Schur;Lee Eisenberg;Gene Stupnitsky,Andy,20,33,1,0.03515625,0.582859896,0,8.7
10484,3.13,Traveling Salesmen,Are you sure? It is a big deal.,2316,1/11/2007,Greg Daniels,Michael Schur;Lee Eisenberg;Gene Stupnitsky,Kevin,20,33,17,0.011363636,-0.226133508,0,8.7
10488,3.13,Traveling Salesmen,Everything ok?,2316,1/11/2007,Greg Daniels,Michael Schur;Lee Eisenberg;Gene Stupnitsky,Angela,20,33,2,0.083333333,0.433012702,0,8.7
10494,3.13,Traveling Salesmen,"Hmmm, well... let me think about this for a minute. Oh, I don't know. Michael Scott.",2316,1/11/2007,Greg Daniels,Michael Schur;Lee Eisenberg;Gene Stupnitsky,Andy,20,33,1,0.008928571,0.321269802,0,8.7
10505,3.13,Traveling Salesmen,... I'll take the kid.,2316,1/11/2007,Greg Daniels,Michael Schur;Lee Eisenberg;Gene Stupnitsky,Stanley,20,33,28,0,0,0,8.7
10514,3.13,Traveling Salesmen,Here ya go.,2316,1/11/2007,Greg Daniels,Michael Schur;Lee Eisenberg;Gene Stupnitsky,Michael,20,33,19,0.083333333,0.433012702,0,8.7
10525,3.13,Traveling Salesmen,Come on!!,2316,1/11/2007,Greg Daniels,Michael Schur;Lee Eisenberg;Gene Stupnitsky,Dwight,20,33,9,0,-0.447213595,0,8.7
10541,3.13,Traveling Salesmen,Ok. Sure.,2316,1/11/2007,Greg Daniels,Michael Schur;Lee Eisenberg;Gene Stupnitsky,Pam,20,33,23,0.012152778,0.096566344,0,8.7
10542,3.13,Traveling Salesmen,Ok.,2316,1/11/2007,Greg Daniels,Michael Schur;Lee Eisenberg;Gene Stupnitsky,Angela,20,33,2,0.005597015,0.089424796,0,8.7
10547,3.13,Traveling Salesmen,"Yeah, if you don't mind.",2316,1/11/2007,Greg Daniels,Michael Schur;Lee Eisenberg;Gene Stupnitsky,Ryan,20,33,27,0,0,0,8.7
10579,3.13,Traveling Salesmen,Yes.,2316,1/11/2007,Greg Daniels,Michael Schur;Lee Eisenberg;Gene Stupnitsky,Michael,20,33,19,0.005681818,-0.075377836,0,8.8
10581,3.13,Traveling Salesmen,"Ah, no. Don't worry about it.",2316,1/11/2007,Greg Daniels,Michael Schur;Lee Eisenberg;Gene Stupnitsky,Michael,20,33,19,0,0,0,8.8
10639,3.13,Traveling Salesmen,Hmm. I don't think so. But thanks. My building manager... is... You understand.,2316,1/11/2007,Greg Daniels,Michael Schur;Lee Eisenberg;Gene Stupnitsky,Pam,20,33,23,0.041666667,0.452665043,0,8.8
10646,3.13,Traveling Salesmen,You can pay me back later for the makeover.,2316,1/11/2007,Greg Daniels,Michael Schur;Lee Eisenberg;Gene Stupnitsky,Phyllis,20,33,25,0.015625,0.255221411,0,8.8
10648,3.13,Traveling Salesmen,"Yes, Andy.",2316,1/11/2007,Greg Daniels,Michael Schur;Lee Eisenberg;Gene Stupnitsky,Michael,20,33,19,0.010416667,0.144337567,0,8.8
10655,3.13,Traveling Salesmen,"Well, I like pretty women who have the appearance of intelligence.",2316,1/11/2007,Greg Daniels,Michael Schur;Lee Eisenberg;Gene Stupnitsky,Jim,20,33,14,0.03125,0.129908651,0.083333333,8.8
10665,3.13,Traveling Salesmen,"Beesley, coffee?",2316,1/11/2007,Greg Daniels,Michael Schur;Lee Eisenberg;Gene Stupnitsky,Jim,20,33,14,0,0,0,8.8
10666,3.13,Traveling Salesmen,"No, thanks. I had some already.",2316,1/11/2007,Greg Daniels,Michael Schur;Lee Eisenberg;Gene Stupnitsky,Pam,20,33,23,0.008522727,0.164530619,0,8.8
10670,3.13,Traveling Salesmen,I won an art contest today.,2316,1/11/2007,Greg Daniels,Michael Schur;Lee Eisenberg;Gene Stupnitsky,Pam,20,33,23,0.008928571,-0.037796447,0,8.8
10673,3.13,Traveling Salesmen,Which one was it?,2316,1/11/2007,Greg Daniels,Michael Schur;Lee Eisenberg;Gene Stupnitsky,Jim,20,33,14,0.0125,-0.13436437,0,8.8
10682,3.13,Traveling Salesmen,Thanks.,2316,1/11/2007,Greg Daniels,Michael Schur;Lee Eisenberg;Gene Stupnitsky,Pam,20,33,23,0,0,0,8.8
10684,3.13,Traveling Salesmen,"Hey, we nailed the sale!",2316,1/11/2007,Greg Daniels,Michael Schur;Lee Eisenberg;Gene Stupnitsky,Dwight,20,33,9,0,0,0,8.8
10690,3.13,Traveling Salesmen,It sure seems like he is lying.,2316,1/11/2007,Greg Daniels,Michael Schur;Lee Eisenberg;Gene Stupnitsky,Andy,20,33,1,0,0.5,0,8.8
10694,3.14,The Return,I have left Dunder-Mifflin after many record-breaking years and am officially on the job market. And it's very exciting.,2430,1/18/2007,Greg Daniels,Lee Eisenberg;Gene Stupnitsky;Michael Schur,Dwight,20,30,9,0.003024194,-0.123205515,0,8.8
10706,3.14,The Return,I called it myself. I just thought you'd get a kick out of the new ring.,2430,1/18/2007,Greg Daniels,Lee Eisenberg;Gene Stupnitsky;Michael Schur,Andy,20,30,1,0,0.048232313,0,8.8
10708,3.14,The Return,Side note. I'd just like to say I'm thrilled to be working directly beneath you.,2430,1/18/2007,Greg Daniels,Lee Eisenberg;Gene Stupnitsky;Michael Schur,Andy,20,30,1,0.010416667,0.102062073,0,8.8
10714,3.14,The Return,"Yes, well. It is a big loss. Dwight was the top salesman...",2430,1/18/2007,Greg Daniels,Lee Eisenberg;Gene Stupnitsky;Michael Schur,Michael,20,30,19,0.0078125,-0.430032764,0,8.8
10726,3.14,The Return,Oscar.,2430,1/18/2007,Greg Daniels,Lee Eisenberg;Gene Stupnitsky;Michael Schur,Angela,20,30,2,0.002906977,0.198248141,0,8.8
10735,3.14,The Return,"Oh, well, I'm going to the kitchen, I'll walk with you.",2430,1/18/2007,Greg Daniels,Lee Eisenberg;Gene Stupnitsky;Michael Schur,Andy,20,30,1,0.03125,0.289393878,0,8.8
10737,3.14,The Return,Oscar? I have a question. Would you like to join the party planning committee?,2430,1/18/2007,Greg Daniels,Lee Eisenberg;Gene Stupnitsky;Michael Schur,Angela,20,30,2,0,0,0,8.8
10742,3.14,The Return,"OK, OK, OK, all right, all right. I'll join. I'd love to. That's -- thank you.",2430,1/18/2007,Greg Daniels,Lee Eisenberg;Gene Stupnitsky;Michael Schur,Oscar,20,30,22,0,0.353553391,0,8.8
10747,3.14,The Return,Child's play. Give me something hard to sell.,2430,1/18/2007,Greg Daniels,Lee Eisenberg;Gene Stupnitsky;Michael Schur,Dwight,20,30,9,0.004166667,0.201813498,0,8.8
10756,3.14,The Return,What did I say?,2430,1/18/2007,Greg Daniels,Lee Eisenberg;Gene Stupnitsky;Michael Schur,Michael,20,30,19,0,0.8,0,8.8
10765,3.14,The Return,Michael --,2430,1/18/2007,Greg Daniels,Lee Eisenberg;Gene Stupnitsky;Michael Schur,Oscar,20,30,22,0.012019231,0.313088318,0,8.8
10786,3.14,The Return,"Not right now, but ask me again ten years ago.",2430,1/18/2007,Greg Daniels,Lee Eisenberg;Gene Stupnitsky;Michael Schur,Ryan,20,30,27,0.009765625,0.20941329,0,8.5
10789,3.14,The Return,Hey guys. How's the workload on all of Dwight's old accounts? Handling it okay?,2430,1/18/2007,Greg Daniels,Lee Eisenberg;Gene Stupnitsky;Michael Schur,Michael,20,30,19,0,0.143464662,0,8.5
10793,3.14,The Return,Really?,2430,1/18/2007,Greg Daniels,Lee Eisenberg;Gene Stupnitsky;Michael Schur,Michael,20,30,19,0,0.136421582,0,8.5
10829,3.14,The Return,You know what? Maybe it's in the ceiling.,2430,1/18/2007,Greg Daniels,Lee Eisenberg;Gene Stupnitsky;Michael Schur,Jim,20,30,14,0.125,0.75,0,8.5
10850,3.14,The Return,Hey.,2430,1/18/2007,Greg Daniels,Lee Eisenberg;Gene Stupnitsky;Michael Schur,Dwight,20,30,9,0.0125,0.111803399,0,8.5
10855,3.14,The Return,"Yes, she did. And Dwight, if you were willing to do something like that for some random co-worker, then clearly I have misjudged you from the beginning, and I apologize.",2430,1/18/2007,Greg Daniels,Lee Eisenberg;Gene Stupnitsky;Michael Schur,Michael,20,30,19,0,0.05547002,0,8.5
10859,3.14,The Return,"Oh, well.",2430,1/18/2007,Greg Daniels,Lee Eisenberg;Gene Stupnitsky;Michael Schur,Michael,20,30,19,0.0625,-0.125,0,8.5
10861,3.14,The Return,No. I'm sure.,2430,1/18/2007,Greg Daniels,Lee Eisenberg;Gene Stupnitsky;Michael Schur,Michael,20,30,19,0,0,0,8.5
10887,3.14,The Return,"Wow. Thank you. Wow, that's-- thanks so much.",2430,1/18/2007,Greg Daniels,Lee Eisenberg;Gene Stupnitsky;Michael Schur,Michael,20,30,19,0,0,0,8.5
10896,3.14,The Return,"Oh, hi! Yes. I am and you must be... Marcy!",2430,1/18/2007,Greg Daniels,Lee Eisenberg;Gene Stupnitsky;Michael Schur,Andy,20,30,1,0,0,0,8.5
10908,3.15,Ben Franklin,Thanks.,2254,2/1/2007,Randall Einhorn,Mindy Kaling,Pam,43,34,23,0,0,0,7.9
10921,3.15,Ben Franklin,No. No.,2254,2/1/2007,Randall Einhorn,Mindy Kaling,Pam,43,34,23,0,0,0,7.9
10931,3.15,Ben Franklin,He's not going to be a murderer.,2254,2/1/2007,Randall Einhorn,Mindy Kaling,Michael,43,34,19,0.03125,0.3,0,7.9
10950,3.15,Ben Franklin,Yep.,2254,2/1/2007,Randall Einhorn,Mindy Kaling,Karen,43,34,16,0.005208333,0.245373864,0,7.9
10955,3.15,Ben Franklin,What happened?,2254,2/1/2007,Randall Einhorn,Mindy Kaling,Packer,43,34,32,0.033333333,0.082345176,0,7.9
10959,3.15,Ben Franklin,"I can't believe you're not going to be there. It's going to be good, it's going to be a great bachelor party man.",2254,2/1/2007,Randall Einhorn,Mindy Kaling,Michael,43,34,19,0,0,0,7.9
10975,3.15,Ben Franklin,What?,2254,2/1/2007,Randall Einhorn,Mindy Kaling,Dwight,43,34,9,0,0,0,8.1
10980,3.15,Ben Franklin,Hey.,2254,2/1/2007,Randall Einhorn,Mindy Kaling,Jim,43,34,14,0,0,0,8.1
10985,3.15,Ben Franklin,Well you seem a little tired.,2254,2/1/2007,Randall Einhorn,Mindy Kaling,Pam,43,34,23,0.0125,-0.447213595,0,8.1
10989,3.15,Ben Franklin,Never underestimate the power of a good night's sleep.,2254,2/1/2007,Randall Einhorn,Mindy Kaling,Pam,43,34,23,0.010416667,0.109175166,0,8.1
11002,3.15,Ben Franklin,Leave me alone and get the male stripper.,2254,2/1/2007,Randall Einhorn,Mindy Kaling,Dwight,43,34,9,0,0,0,8.1
11003,3.15,Ben Franklin,Fine.,2254,2/1/2007,Randall Einhorn,Mindy Kaling,Jim,43,34,14,0.012019231,0.16376275,0,8.1
11007,3.15,Ben Franklin,Blonde.,2254,2/1/2007,Randall Einhorn,Mindy Kaling,Jim,43,34,14,0.21875,1.060660172,0,8.1
11009,3.15,Ben Franklin,,2254,2/1/2007,Randall Einhorn,Mindy Kaling,Michael,43,34,19,0.010416667,0.36710383,0,8.1
11015,3.15,Ben Franklin,Squarepants?,2254,2/1/2007,Randall Einhorn,Mindy Kaling,Michael,43,34,19,0,0.23523842,0,8.1
11018,3.15,Ben Franklin,"Michael referred me to a male strip club called Banana Slings. Instead, I called the Scholastic Speakers of Pennsylvania.",2254,2/1/2007,Randall Einhorn,Mindy Kaling,Jim,43,34,14,0,0,0,8.1
11024,3.15,Ben Franklin,You wearing a thong?,2254,2/1/2007,Randall Einhorn,Mindy Kaling,Michael,43,34,19,0,0,0,8.1
11029,3.15,Ben Franklin,"Hello ladies. Who here is a history buff? Who's a fan of buff naked? Without further ado, the one, the only, the sexy Mr. Benjamin Franklin.",2254,2/1/2007,Randall Einhorn,Mindy Kaling,Michael,43,34,19,0,-0.176776695,0,8.1
11042,3.15,Ben Franklin,"Yeah, me neither.",2254,2/1/2007,Randall Einhorn,Mindy Kaling,Jim,43,34,14,0,0,0,8.1
11049,3.15,Ben Franklin,Oh God.,2254,2/1/2007,Randall Einhorn,Mindy Kaling,Jim,43,34,14,0.03125,-0.173636327,0,8.1
11080,3.15,Ben Franklin,"Oh no, I was confused by your phrasing. You should definitely go out with Jim. I mean, you're going out with Jim. I'm not going out with Jim. You're dating him, which is awesome, because you guys are great together.",2254,2/1/2007,Randall Einhorn,Mindy Kaling,Pam,43,34,23,0,0,0,8.1
11087,3.15,Ben Franklin,What are you sorry about?,2254,2/1/2007,Randall Einhorn,Mindy Kaling,Karen,43,34,16,0.006944444,0,0,8.1
11093,3.15,Ben Franklin,Hi guys!,2254,2/1/2007,Randall Einhorn,Mindy Kaling,Elizabeth,43,34,32,0,0,0,8.1
11112,3.15,Ben Franklin,"Yeah she probably, yeah she would be. You know what, okay, excuse me. Please stop it, stop it. Turn off the music. This is wrong, this is wrong! This is wrong! I have a girlfriend. And you are engaged and I'm sure you have a boyfriend in prison or something so lets just clear out okay. Shame on you. Go back to work!",2254,2/1/2007,Randall Einhorn,Mindy Kaling,Michael,43,34,19,0,-0.176776695,0,8.1
11115,3.15,Ben Franklin,We hired you for three hours work and we're going to get it.,2254,2/1/2007,Randall Einhorn,Mindy Kaling,Dwight,43,34,9,0.025,0.523522452,0,8.1
11124,3.15,Ben Franklin,Ohhh.,2254,2/1/2007,Randall Einhorn,Mindy Kaling,Pam,43,34,23,0,0.424264069,0,8.1
11132,3.15,Ben Franklin,Wow. Thank you.,2254,2/1/2007,Randall Einhorn,Mindy Kaling,Michael,43,34,19,0,0,0,8.1
11137,3.15,Ben Franklin,Who is the king of Prussia?,2254,2/1/2007,Randall Einhorn,Mindy Kaling,Dwight,43,34,9,0,0.6,0,8.1
11142,3.15,Ben Franklin,"Michael, I left a meeting. What is so urgent? Are you, are you okay?",2254,2/1/2007,Randall Einhorn,Mindy Kaling,Jan,43,34,13,0,0,0,8.1
11144,3.15,Ben Franklin,Okay.,2254,2/1/2007,Randall Einhorn,Mindy Kaling,Jan,43,34,13,0,0,0,8.1
11149,3.15,Ben Franklin,Yes. I kind of arranged it.,2254,2/1/2007,Randall Einhorn,Mindy Kaling,Michael,43,34,19,0,-0.453557368,0,8.1
11154,3.15,Ben Franklin,"Anyway, do you know who was totally flirting with Ben Franklin? Pam.",2254,2/1/2007,Randall Einhorn,Mindy Kaling,Kelly,43,34,32,0.125,-0.353553391,0,8.1
11165,3.16,Phyllis' Wedding,Mint Dwight?,2283,2/8/2007,Ken Whittingham,Caroline Williams,Jim,32,8,14,0,0,0,8.4
11173,3.16,Phyllis' Wedding,"Okay, for this next one everyone hop out. Just Phyllis and Dad. Actually, let's bring Mom back in. And the sisters. And you, and you, and you. Great.",2283,2/8/2007,Ken Whittingham,Caroline Williams,Photographer,32,8,32,0.020833333,0,0,8.4
11190,3.16,Phyllis' Wedding,"Also, Pam and Roy.",2283,2/8/2007,Ken Whittingham,Caroline Williams,Pam,32,8,23,0,0.565685425,0,8.4
11203,3.16,Phyllis' Wedding,Just cover up that bald patch.,2283,2/8/2007,Ken Whittingham,Caroline Williams,Michael,32,8,19,0.00625,0.192929252,0,8.4
11214,3.16,Phyllis' Wedding,"I saw Wedding Crashers accidentally. I bought a ticket for Grizzly Man and went into the wrong theatre. After an hour, I figured I was in the wrong theatre, but I kept waiting. That's the thing about bear attacks, they come when you least expect it.",2283,2/8/2007,Ken Whittingham,Caroline Williams,Dwight,32,8,9,0.125,0.530330086,0,8.4
11225,3.16,Phyllis' Wedding,That's my dress.,2283,2/8/2007,Ken Whittingham,Caroline Williams,Pam,32,8,23,0.022321429,0.227848221,0,8.4
11264,3.16,Phyllis' Wedding,It's beautiful. Why don't you find your seat. Enjoy the buffet.,2283,2/8/2007,Ken Whittingham,Caroline Williams,Phyllis,32,8,25,0.125,0.530330086,0,8.4
11271,3.16,Phyllis' Wedding,Hey.,2283,2/8/2007,Ken Whittingham,Caroline Williams,Roy,32,8,26,0,0.166666667,0,8.4
11285,3.16,Phyllis' Wedding,Cheers.,2283,2/8/2007,Ken Whittingham,Caroline Williams,Randy,32,8,32,0,0,0,8.4
11320,3.16,Phyllis' Wedding,Here's a 'not hypothetical'. I'm really happy I'm with Karen.,2283,2/8/2007,Ken Whittingham,Caroline Williams,Jim,32,8,14,0.002717391,0,0,8.4
11336,3.16,Phyllis' Wedding,They say that your wedding day goes by in such a flash that your lucky if you even get a piece of your own cake. I say that's crazy. I say let them eat cake. Margaret Thatcher said that about marriage. Smart broad.,2283,2/8/2007,Ken Whittingham,Caroline Williams,Michael,32,8,19,0,0,0,8.4
11357,3.17,Business School,"A lot of times, at a... school, or naval academy, after a rousing speech, the crowd would throw its hats high into the air.",2622,2/15/2007,Joss Whedon,Brent Forrester,Michael,28,6,19,0.03125,0.477297077,0,8.3
11366,3.17,Business School,I-I wouldn't miss it for the world.,2622,2/15/2007,Joss Whedon,Brent Forrester,Roy,28,6,26,0,0,0,8.3
11401,3.17,Business School,"This is your job, Halpert.",2622,2/15/2007,Joss Whedon,Brent Forrester,Dwight,28,6,9,0,0,0,8.3
11407,3.17,Business School,No... no. One crisis at a time.,2622,2/15/2007,Joss Whedon,Brent Forrester,Dwight,28,6,9,0,-0.577350269,0,8.3
